Item_Identifier,Outlet_Identifier,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales
FDL26,OUT045,2225.775,2225.775,2225.775,2225.775,2225.775,2225.775,2225.775,2225.775,2225.775,2225.775,2225.775,2225.775
FDA56,OUT018,1894.823,1894.823,1894.823,1894.823,1894.823,1894.823,1894.823,1894.823,1894.823,1894.823,1894.823,1894.823
FDN27,OUT046,1771.382,1771.382,1771.382,1771.382,1771.382,1771.382,1771.382,1771.382,1771.382,1771.382,1771.382,1771.382
FDM20,OUT049,4199.36,4199.36,4199.36,4199.36,4199.36,4199.36,4199.36,4199.36,4199.36,4199.36,4199.36,4199.36
FDO16,OUT017,1594.101,1594.101,1594.101,1594.101,1594.101,1594.101,1594.101,1594.101,1594.101,1594.101,1594.101,1594.101
FDL03,OUT035,3407.508,3407.508,3407.508,3407.508,3407.508,3407.508,3407.508,3407.508,3407.508,3407.508,3407.508,3407.508
FDE58,OUT046,1895.75,1895.75,1895.75,1895.75,1895.75,1895.75,1895.75,1895.75,1895.75,1895.75,1895.75,1895.75
FDI02,OUT027,3281.29,3281.29,3281.29,3281.29,3281.29,3281.29,3281.29,3281.29,3281.29,3281.29,3281.29,3281.29
NCC55,OUT019,86.055,86.055,86.055,86.055,86.055,86.055,86.055,86.055,86.055,86.055,86.055,86.055
FDR03,OUT018,3148.424,3148.424,3148.424,3148.424,3148.424,3148.424,3148.424,3148.424,3148.424,3148.424,3148.424,3148.424
FDB14,OUT017,1362.31,1362.31,1362.31,1362.31,1362.31,1362.31,1362.31,1362.31,1362.31,1362.31,1362.31,1362.31
FDR45,OUT013,4264.143,4264.143,4264.143,4264.143,4264.143,4264.143,4264.143,4264.143,4264.143,4264.143,4264.143,4264.143
NCN07,OUT017,2093.687,2093.687,2093.687,2093.687,2093.687,2093.687,2093.687,2093.687,2093.687,2093.687,2093.687,2093.687
FDM51,OUT019,205.364,205.364,205.364,205.364,205.364,205.364,205.364,205.364,205.364,205.364,205.364,205.364
FDT52,OUT027,6067.008,6067.008,6067.008,6067.008,6067.008,6067.008,6067.008,6067.008,6067.008,6067.008,6067.008,6067.008
FDL26,OUT046,2524.766,2524.766,2524.766,2524.766,2524.766,2524.766,2524.766,2524.766,2524.766,2524.766,2524.766,2524.766
NCZ42,OUT046,3870.238,3870.238,3870.238,3870.238,3870.238,3870.238,3870.238,3870.238,3870.238,3870.238,3870.238,3870.238
DRI47,OUT019,473.565,473.565,473.565,473.565,473.565,473.565,473.565,473.565,473.565,473.565,473.565,473.565
FDW40,OUT013,2196.674,2196.674,2196.674,2196.674,2196.674,2196.674,2196.674,2196.674,2196.674,2196.674,2196.674,2196.674
FDN34,OUT046,2906.166,2906.166,2906.166,2906.166,2906.166,2906.166,2906.166,2906.166,2906.166,2906.166,2906.166,2906.166
FDS01,OUT035,3134.556,3134.556,3134.556,3134.556,3134.556,3134.556,3134.556,3134.556,3134.556,3134.556,3134.556,3134.556
NCG55,OUT045,1932.712,1932.712,1932.712,1932.712,1932.712,1932.712,1932.712,1932.712,1932.712,1932.712,1932.712,1932.712
FDC11,OUT035,1336.306,1336.306,1336.306,1336.306,1336.306,1336.306,1336.306,1336.306,1336.306,1336.306,1336.306,1336.306
FDX35,OUT018,3448.893,3448.893,3448.893,3448.893,3448.893,3448.893,3448.893,3448.893,3448.893,3448.893,3448.893,3448.893
NCB06,OUT046,2635.634,2635.634,2635.634,2635.634,2635.634,2635.634,2635.634,2635.634,2635.634,2635.634,2635.634,2635.634
FDR09,OUT019,534.378,534.378,534.378,534.378,534.378,534.378,534.378,534.378,534.378,534.378,534.378,534.378
FDC53,OUT017,1616.147,1616.147,1616.147,1616.147,1616.147,1616.147,1616.147,1616.147,1616.147,1616.147,1616.147,1616.147
FDY45,OUT013,4469.658,4469.658,4469.658,4469.658,4469.658,4469.658,4469.658,4469.658,4469.658,4469.658,4469.658,4469.658
FDA22,OUT010,320.31,320.31,320.31,320.31,320.31,320.31,320.31,320.31,320.31,320.31,320.31,320.31
FDE02,OUT035,1508.913,1508.913,1508.913,1508.913,1508.913,1508.913,1508.913,1508.913,1508.913,1508.913,1508.913,1508.913
FDW21,OUT045,1602.053,1602.053,1602.053,1602.053,1602.053,1602.053,1602.053,1602.053,1602.053,1602.053,1602.053,1602.053
FDV34,OUT046,1127.767,1127.767,1127.767,1127.767,1127.767,1127.767,1127.767,1127.767,1127.767,1127.767,1127.767,1127.767
FDS59,OUT049,1717.186,1717.186,1717.186,1717.186,1717.186,1717.186,1717.186,1717.186,1717.186,1717.186,1717.186,1717.186
NCW17,OUT017,2129.77,2129.77,2129.77,2129.77,2129.77,2129.77,2129.77,2129.77,2129.77,2129.77,2129.77,2129.77
NCK54,OUT046,1997.898,1997.898,1997.898,1997.898,1997.898,1997.898,1997.898,1997.898,1997.898,1997.898,1997.898,1997.898
FDG17,OUT019,426.259,426.259,426.259,426.259,426.259,426.259,426.259,426.259,426.259,426.259,426.259,426.259
FDG35,OUT017,3122.255,3122.255,3122.255,3122.255,3122.255,3122.255,3122.255,3122.255,3122.255,3122.255,3122.255,3122.255
FDD08,OUT010,77.331,77.331,77.331,77.331,77.331,77.331,77.331,77.331,77.331,77.331,77.331,77.331
NCO07,OUT017,3981.72,3981.72,3981.72,3981.72,3981.72,3981.72,3981.72,3981.72,3981.72,3981.72,3981.72,3981.72
FDJ10,OUT010,335.6,335.6,335.6,335.6,335.6,335.6,335.6,335.6,335.6,335.6,335.6,335.6
FDW36,OUT017,1653.696,1653.696,1653.696,1653.696,1653.696,1653.696,1653.696,1653.696,1653.696,1653.696,1653.696,1653.696
FDW21,OUT010,262.428,262.428,262.428,262.428,262.428,262.428,262.428,262.428,262.428,262.428,262.428,262.428
FDY19,OUT017,1948.964,1948.964,1948.964,1948.964,1948.964,1948.964,1948.964,1948.964,1948.964,1948.964,1948.964,1948.964
DRE03,OUT013,707.199,707.199,707.199,707.199,707.199,707.199,707.199,707.199,707.199,707.199,707.199,707.199
NCC55,OUT049,612.806,612.806,612.806,612.806,612.806,612.806,612.806,612.806,612.806,612.806,612.806,612.806
FDH52,OUT010,166.557,166.557,166.557,166.557,166.557,166.557,166.557,166.557,166.557,166.557,166.557,166.557
FDO09,OUT017,3893.198,3893.198,3893.198,3893.198,3893.198,3893.198,3893.198,3893.198,3893.198,3893.198,3893.198,3893.198
FDU43,OUT045,3748.368,3748.368,3748.368,3748.368,3748.368,3748.368,3748.368,3748.368,3748.368,3748.368,3748.368,3748.368
FDX09,OUT010,413.59,413.59,413.59,413.59,413.59,413.59,413.59,413.59,413.59,413.59,413.59,413.59
FDH40,OUT019,200.312,200.312,200.312,200.312,200.312,200.312,200.312,200.312,200.312,200.312,200.312,200.312
FDW58,OUT017,1759.204,1759.204,1759.204,1759.204,1759.204,1759.204,1759.204,1759.204,1759.204,1759.204,1759.204,1759.204
FDC47,OUT017,3956.003,3956.003,3956.003,3956.003,3956.003,3956.003,3956.003,3956.003,3956.003,3956.003,3956.003,3956.003
NCR41,OUT035,1580.255,1580.255,1580.255,1580.255,1580.255,1580.255,1580.255,1580.255,1580.255,1580.255,1580.255,1580.255
DRG49,OUT035,4259.007,4259.007,4259.007,4259.007,4259.007,4259.007,4259.007,4259.007,4259.007,4259.007,4259.007,4259.007
FDC52,OUT027,3779.35,3779.35,3779.35,3779.35,3779.35,3779.35,3779.35,3779.35,3779.35,3779.35,3779.35,3779.35
FDY13,OUT046,1140.796,1140.796,1140.796,1140.796,1140.796,1140.796,1140.796,1140.796,1140.796,1140.796,1140.796,1140.796
FDY35,OUT013,609.751,609.751,609.751,609.751,609.751,609.751,609.751,609.751,609.751,609.751,609.751,609.751
FDI35,OUT017,3253.283,3253.283,3253.283,3253.283,3253.283,3253.283,3253.283,3253.283,3253.283,3253.283,3253.283,3253.283
NCU18,OUT049,2068.958,2068.958,2068.958,2068.958,2068.958,2068.958,2068.958,2068.958,2068.958,2068.958,2068.958,2068.958
FDY33,OUT018,2492.289,2492.289,2492.289,2492.289,2492.289,2492.289,2492.289,2492.289,2492.289,2492.289,2492.289,2492.289
FDC15,OUT027,3898.818,3898.818,3898.818,3898.818,3898.818,3898.818,3898.818,3898.818,3898.818,3898.818,3898.818,3898.818
FDU01,OUT049,2936.66,2936.66,2936.66,2936.66,2936.66,2936.66,2936.66,2936.66,2936.66,2936.66,2936.66,2936.66
NCU42,OUT046,2842.914,2842.914,2842.914,2842.914,2842.914,2842.914,2842.914,2842.914,2842.914,2842.914,2842.914,2842.914
NCV29,OUT018,2426.419,2426.419,2426.419,2426.419,2426.419,2426.419,2426.419,2426.419,2426.419,2426.419,2426.419,2426.419
NCY30,OUT017,3084.746,3084.746,3084.746,3084.746,3084.746,3084.746,3084.746,3084.746,3084.746,3084.746,3084.746,3084.746
FDQ46,OUT049,1787.393,1787.393,1787.393,1787.393,1787.393,1787.393,1787.393,1787.393,1787.393,1787.393,1787.393,1787.393
FDG58,OUT027,4058.669,4058.669,4058.669,4058.669,4058.669,4058.669,4058.669,4058.669,4058.669,4058.669,4058.669,4058.669
FDK33,OUT017,3912.994,3912.994,3912.994,3912.994,3912.994,3912.994,3912.994,3912.994,3912.994,3912.994,3912.994,3912.994
NCD07,OUT045,1869.468,1869.468,1869.468,1869.468,1869.468,1869.468,1869.468,1869.468,1869.468,1869.468,1869.468,1869.468
NCX29,OUT027,3745.435,3745.435,3745.435,3745.435,3745.435,3745.435,3745.435,3745.435,3745.435,3745.435,3745.435,3745.435
NCT42,OUT013,2240.536,2240.536,2240.536,2240.536,2240.536,2240.536,2240.536,2240.536,2240.536,2240.536,2240.536,2240.536
DRN59,OUT035,732.132,732.132,732.132,732.132,732.132,732.132,732.132,732.132,732.132,732.132,732.132,732.132
FDI44,OUT035,1262.64,1262.64,1262.64,1262.64,1262.64,1262.64,1262.64,1262.64,1262.64,1262.64,1262.64,1262.64
FDA45,OUT049,2352.436,2352.436,2352.436,2352.436,2352.436,2352.436,2352.436,2352.436,2352.436,2352.436,2352.436,2352.436
FDP31,OUT045,813.443,813.443,813.443,813.443,813.443,813.443,813.443,813.443,813.443,813.443,813.443,813.443
FDY01,OUT046,1911.712,1911.712,1911.712,1911.712,1911.712,1911.712,1911.712,1911.712,1911.712,1911.712,1911.712,1911.712
FDT09,OUT018,1887.574,1887.574,1887.574,1887.574,1887.574,1887.574,1887.574,1887.574,1887.574,1887.574,1887.574,1887.574
DRH03,OUT027,2555.569,2555.569,2555.569,2555.569,2555.569,2555.569,2555.569,2555.569,2555.569,2555.569,2555.569,2555.569
FDA36,OUT018,2170.888,2170.888,2170.888,2170.888,2170.888,2170.888,2170.888,2170.888,2170.888,2170.888,2170.888,2170.888
NCF31,OUT017,2413.521,2413.521,2413.521,2413.521,2413.521,2413.521,2413.521,2413.521,2413.521,2413.521,2413.521,2413.521
FDG14,OUT049,2543.758,2543.758,2543.758,2543.758,2543.758,2543.758,2543.758,2543.758,2543.758,2543.758,2543.758,2543.758
FDG28,OUT027,6275.791,6275.791,6275.791,6275.791,6275.791,6275.791,6275.791,6275.791,6275.791,6275.791,6275.791,6275.791
FDU14,OUT049,4327.562,4327.562,4327.562,4327.562,4327.562,4327.562,4327.562,4327.562,4327.562,4327.562,4327.562,4327.562
FDY47,OUT019,298.533,298.533,298.533,298.533,298.533,298.533,298.533,298.533,298.533,298.533,298.533,298.533
FDI56,OUT049,1555.459,1555.459,1555.459,1555.459,1555.459,1555.459,1555.459,1555.459,1555.459,1555.459,1555.459,1555.459
DRD01,OUT013,745.695,745.695,745.695,745.695,745.695,745.695,745.695,745.695,745.695,745.695,745.695,745.695
FDM22,OUT046,898.779,898.779,898.779,898.779,898.779,898.779,898.779,898.779,898.779,898.779,898.779,898.779
FDH33,OUT013,684.356,684.356,684.356,684.356,684.356,684.356,684.356,684.356,684.356,684.356,684.356,684.356
DRZ24,OUT013,1968.917,1968.917,1968.917,1968.917,1968.917,1968.917,1968.917,1968.917,1968.917,1968.917,1968.917,1968.917
NCQ38,OUT046,1608.562,1608.562,1608.562,1608.562,1608.562,1608.562,1608.562,1608.562,1608.562,1608.562,1608.562,1608.562
FDO16,OUT027,1898.93,1898.93,1898.93,1898.93,1898.93,1898.93,1898.93,1898.93,1898.93,1898.93,1898.93,1898.93
FDU07,OUT027,3742.087,3742.087,3742.087,3742.087,3742.087,3742.087,3742.087,3742.087,3742.087,3742.087,3742.087,3742.087
NCB07,OUT013,2888.412,2888.412,2888.412,2888.412,2888.412,2888.412,2888.412,2888.412,2888.412,2888.412,2888.412,2888.412
FDU48,OUT045,1838.012,1838.012,1838.012,1838.012,1838.012,1838.012,1838.012,1838.012,1838.012,1838.012,1838.012,1838.012
NCM43,OUT045,2531.767,2531.767,2531.767,2531.767,2531.767,2531.767,2531.767,2531.767,2531.767,2531.767,2531.767,2531.767
FDR31,OUT010,404.124,404.124,404.124,404.124,404.124,404.124,404.124,404.124,404.124,404.124,404.124,404.124
DRK49,OUT018,461.337,461.337,461.337,461.337,461.337,461.337,461.337,461.337,461.337,461.337,461.337,461.337
NCI30,OUT010,624.988,624.988,624.988,624.988,624.988,624.988,624.988,624.988,624.988,624.988,624.988,624.988
DRD60,OUT017,3113.824,3113.824,3113.824,3113.824,3113.824,3113.824,3113.824,3113.824,3113.824,3113.824,3113.824,3113.824
NCG19,OUT046,3880.01,3880.01,3880.01,3880.01,3880.01,3880.01,3880.01,3880.01,3880.01,3880.01,3880.01,3880.01
FDH12,OUT035,1725.204,1725.204,1725.204,1725.204,1725.204,1725.204,1725.204,1725.204,1725.204,1725.204,1725.204,1725.204
FDM32,OUT035,1469.249,1469.249,1469.249,1469.249,1469.249,1469.249,1469.249,1469.249,1469.249,1469.249,1469.249,1469.249
FDM27,OUT035,2585.8,2585.8,2585.8,2585.8,2585.8,2585.8,2585.8,2585.8,2585.8,2585.8,2585.8,2585.8
NCU53,OUT027,3808.222,3808.222,3808.222,3808.222,3808.222,3808.222,3808.222,3808.222,3808.222,3808.222,3808.222,3808.222
NCQ18,OUT046,1574.026,1574.026,1574.026,1574.026,1574.026,1574.026,1574.026,1574.026,1574.026,1574.026,1574.026,1574.026
FDS10,OUT013,2872.168,2872.168,2872.168,2872.168,2872.168,2872.168,2872.168,2872.168,2872.168,2872.168,2872.168,2872.168
FDB33,OUT027,4486.308,4486.308,4486.308,4486.308,4486.308,4486.308,4486.308,4486.308,4486.308,4486.308,4486.308,4486.308
FDI12,OUT013,1341.177,1341.177,1341.177,1341.177,1341.177,1341.177,1341.177,1341.177,1341.177,1341.177,1341.177,1341.177
NCW42,OUT013,3750.826,3750.826,3750.826,3750.826,3750.826,3750.826,3750.826,3750.826,3750.826,3750.826,3750.826,3750.826
NCC06,OUT018,1699.52,1699.52,1699.52,1699.52,1699.52,1699.52,1699.52,1699.52,1699.52,1699.52,1699.52,1699.52
FDW02,OUT017,2457.811,2457.811,2457.811,2457.811,2457.811,2457.811,2457.811,2457.811,2457.811,2457.811,2457.811,2457.811
NCD43,OUT017,1735.443,1735.443,1735.443,1735.443,1735.443,1735.443,1735.443,1735.443,1735.443,1735.443,1735.443,1735.443
FDM57,OUT018,976.081,976.081,976.081,976.081,976.081,976.081,976.081,976.081,976.081,976.081,976.081,976.081
FDA58,OUT017,3807.366,3807.366,3807.366,3807.366,3807.366,3807.366,3807.366,3807.366,3807.366,3807.366,3807.366,3807.366
FDK56,OUT046,3020.574,3020.574,3020.574,3020.574,3020.574,3020.574,3020.574,3020.574,3020.574,3020.574,3020.574,3020.574
FDP52,OUT045,3916.238,3916.238,3916.238,3916.238,3916.238,3916.238,3916.238,3916.238,3916.238,3916.238,3916.238,3916.238
FDW20,OUT018,1785.846,1785.846,1785.846,1785.846,1785.846,1785.846,1785.846,1785.846,1785.846,1785.846,1785.846,1785.846
FDS52,OUT049,1553.857,1553.857,1553.857,1553.857,1553.857,1553.857,1553.857,1553.857,1553.857,1553.857,1553.857,1553.857
NCT29,OUT018,1635.633,1635.633,1635.633,1635.633,1635.633,1635.633,1635.633,1635.633,1635.633,1635.633,1635.633,1635.633
NCL54,OUT013,2908.175,2908.175,2908.175,2908.175,2908.175,2908.175,2908.175,2908.175,2908.175,2908.175,2908.175,2908.175
FDC05,OUT045,3035.98,3035.98,3035.98,3035.98,3035.98,3035.98,3035.98,3035.98,3035.98,3035.98,3035.98,3035.98
FDF34,OUT035,2836.222,2836.222,2836.222,2836.222,2836.222,2836.222,2836.222,2836.222,2836.222,2836.222,2836.222,2836.222
FDP03,OUT027,3142.527,3142.527,3142.527,3142.527,3142.527,3142.527,3142.527,3142.527,3142.527,3142.527,3142.527,3142.527
FDD32,OUT010,170.271,170.271,170.271,170.271,170.271,170.271,170.271,170.271,170.271,170.271,170.271,170.271
FDZ10,OUT045,1984.294,1984.294,1984.294,1984.294,1984.294,1984.294,1984.294,1984.294,1984.294,1984.294,1984.294,1984.294
FDZ40,OUT035,963.253,963.253,963.253,963.253,963.253,963.253,963.253,963.253,963.253,963.253,963.253,963.253
FDD51,OUT018,467.542,467.542,467.542,467.542,467.542,467.542,467.542,467.542,467.542,467.542,467.542,467.542
NCY30,OUT019,445.933,445.933,445.933,445.933,445.933,445.933,445.933,445.933,445.933,445.933,445.933,445.933
FDP58,OUT017,3433.258,3433.258,3433.258,3433.258,3433.258,3433.258,3433.258,3433.258,3433.258,3433.258,3433.258,3433.258
FDV49,OUT017,4234.798,4234.798,4234.798,4234.798,4234.798,4234.798,4234.798,4234.798,4234.798,4234.798,4234.798,4234.798
FDY24,OUT019,203.026,203.026,203.026,203.026,203.026,203.026,203.026,203.026,203.026,203.026,203.026,203.026
NCO55,OUT017,1694.29,1694.29,1694.29,1694.29,1694.29,1694.29,1694.29,1694.29,1694.29,1694.29,1694.29,1694.29
FDR13,OUT017,1913.076,1913.076,1913.076,1913.076,1913.076,1913.076,1913.076,1913.076,1913.076,1913.076,1913.076,1913.076
FDS51,OUT017,1049.324,1049.324,1049.324,1049.324,1049.324,1049.324,1049.324,1049.324,1049.324,1049.324,1049.324,1049.324
FDP26,OUT045,1668.447,1668.447,1668.447,1668.447,1668.447,1668.447,1668.447,1668.447,1668.447,1668.447,1668.447,1668.447
NCB54,OUT027,3340.722,3340.722,3340.722,3340.722,3340.722,3340.722,3340.722,3340.722,3340.722,3340.722,3340.722,3340.722
FDF32,OUT017,3305.0,3305.0,3305.0,3305.0,3305.0,3305.0,3305.0,3305.0,3305.0,3305.0,3305.0,3305.0
FDN31,OUT018,2759.85,2759.85,2759.85,2759.85,2759.85,2759.85,2759.85,2759.85,2759.85,2759.85,2759.85,2759.85
DRM48,OUT017,669.449,669.449,669.449,669.449,669.449,669.449,669.449,669.449,669.449,669.449,669.449,669.449
FDN20,OUT049,2735.079,2735.079,2735.079,2735.079,2735.079,2735.079,2735.079,2735.079,2735.079,2735.079,2735.079,2735.079
DRL01,OUT046,3940.837,3940.837,3940.837,3940.837,3940.837,3940.837,3940.837,3940.837,3940.837,3940.837,3940.837,3940.837
FDV56,OUT049,1664.954,1664.954,1664.954,1664.954,1664.954,1664.954,1664.954,1664.954,1664.954,1664.954,1664.954,1664.954
DRH13,OUT027,2569.518,2569.518,2569.518,2569.518,2569.518,2569.518,2569.518,2569.518,2569.518,2569.518,2569.518,2569.518
FDA03,OUT017,2499.491,2499.491,2499.491,2499.491,2499.491,2499.491,2499.491,2499.491,2499.491,2499.491,2499.491,2499.491
FDF47,OUT027,7056.148,7056.148,7056.148,7056.148,7056.148,7056.148,7056.148,7056.148,7056.148,7056.148,7056.148,7056.148
FDX32,OUT046,2551.11,2551.11,2551.11,2551.11,2551.11,2551.11,2551.11,2551.11,2551.11,2551.11,2551.11,2551.11
FDX57,OUT049,1584.878,1584.878,1584.878,1584.878,1584.878,1584.878,1584.878,1584.878,1584.878,1584.878,1584.878,1584.878
NCA30,OUT045,3051.536,3051.536,3051.536,3051.536,3051.536,3051.536,3051.536,3051.536,3051.536,3051.536,3051.536,3051.536
FDO49,OUT013,774.733,774.733,774.733,774.733,774.733,774.733,774.733,774.733,774.733,774.733,774.733,774.733
FDL04,OUT019,192.218,192.218,192.218,192.218,192.218,192.218,192.218,192.218,192.218,192.218,192.218,192.218
DRM48,OUT035,655.474,655.474,655.474,655.474,655.474,655.474,655.474,655.474,655.474,655.474,655.474,655.474
FDR16,OUT013,3418.099,3418.099,3418.099,3418.099,3418.099,3418.099,3418.099,3418.099,3418.099,3418.099,3418.099,3418.099
NCC19,OUT018,2924.252,2924.252,2924.252,2924.252,2924.252,2924.252,2924.252,2924.252,2924.252,2924.252,2924.252,2924.252
NCE42,OUT045,3394.982,3394.982,3394.982,3394.982,3394.982,3394.982,3394.982,3394.982,3394.982,3394.982,3394.982,3394.982
FDY24,OUT017,934.011,934.011,934.011,934.011,934.011,934.011,934.011,934.011,934.011,934.011,934.011,934.011
FDH19,OUT049,2726.334,2726.334,2726.334,2726.334,2726.334,2726.334,2726.334,2726.334,2726.334,2726.334,2726.334,2726.334
FDJ46,OUT013,2769.855,2769.855,2769.855,2769.855,2769.855,2769.855,2769.855,2769.855,2769.855,2769.855,2769.855,2769.855
FDN45,OUT010,558.023,558.023,558.023,558.023,558.023,558.023,558.023,558.023,558.023,558.023,558.023,558.023
FDY08,OUT035,2168.758,2168.758,2168.758,2168.758,2168.758,2168.758,2168.758,2168.758,2168.758,2168.758,2168.758,2168.758
FDZ37,OUT035,1462.911,1462.911,1462.911,1462.911,1462.911,1462.911,1462.911,1462.911,1462.911,1462.911,1462.911,1462.911
NCT30,OUT045,722.849,722.849,722.849,722.849,722.849,722.849,722.849,722.849,722.849,722.849,722.849,722.849
DRY23,OUT018,534.731,534.731,534.731,534.731,534.731,534.731,534.731,534.731,534.731,534.731,534.731,534.731
NCZ30,OUT018,1863.484,1863.484,1863.484,1863.484,1863.484,1863.484,1863.484,1863.484,1863.484,1863.484,1863.484,1863.484
FDC44,OUT018,1736.229,1736.229,1736.229,1736.229,1736.229,1736.229,1736.229,1736.229,1736.229,1736.229,1736.229,1736.229
FDB45,OUT035,1712.228,1712.228,1712.228,1712.228,1712.228,1712.228,1712.228,1712.228,1712.228,1712.228,1712.228,1712.228
FDY04,OUT013,2358.614,2358.614,2358.614,2358.614,2358.614,2358.614,2358.614,2358.614,2358.614,2358.614,2358.614,2358.614
FDM27,OUT046,2717.183,2717.183,2717.183,2717.183,2717.183,2717.183,2717.183,2717.183,2717.183,2717.183,2717.183,2717.183
FDZ43,OUT017,3842.662,3842.662,3842.662,3842.662,3842.662,3842.662,3842.662,3842.662,3842.662,3842.662,3842.662,3842.662
FDT39,OUT019,363.612,363.612,363.612,363.612,363.612,363.612,363.612,363.612,363.612,363.612,363.612,363.612
NCC06,OUT019,255.258,255.258,255.258,255.258,255.258,255.258,255.258,255.258,255.258,255.258,255.258,255.258
FDL15,OUT027,4152.177,4152.177,4152.177,4152.177,4152.177,4152.177,4152.177,4152.177,4152.177,4152.177,4152.177,4152.177
FDL57,OUT017,4893.646,4893.646,4893.646,4893.646,4893.646,4893.646,4893.646,4893.646,4893.646,4893.646,4893.646,4893.646
FDU08,OUT046,1610.659,1610.659,1610.659,1610.659,1610.659,1610.659,1610.659,1610.659,1610.659,1610.659,1610.659,1610.659
FDK40,OUT017,4567.14,4567.14,4567.14,4567.14,4567.14,4567.14,4567.14,4567.14,4567.14,4567.14,4567.14,4567.14
FDQ12,OUT010,617.607,617.607,617.607,617.607,617.607,617.607,617.607,617.607,617.607,617.607,617.607,617.607
FDS48,OUT017,2601.303,2601.303,2601.303,2601.303,2601.303,2601.303,2601.303,2601.303,2601.303,2601.303,2601.303,2601.303
FDP09,OUT045,3524.552,3524.552,3524.552,3524.552,3524.552,3524.552,3524.552,3524.552,3524.552,3524.552,3524.552,3524.552
FDW21,OUT049,1476.067,1476.067,1476.067,1476.067,1476.067,1476.067,1476.067,1476.067,1476.067,1476.067,1476.067,1476.067
FDY25,OUT035,2952.207,2952.207,2952.207,2952.207,2952.207,2952.207,2952.207,2952.207,2952.207,2952.207,2952.207,2952.207
DRE13,OUT017,1420.972,1420.972,1420.972,1420.972,1420.972,1420.972,1420.972,1420.972,1420.972,1420.972,1420.972,1420.972
FDV43,OUT019,88.461,88.461,88.461,88.461,88.461,88.461,88.461,88.461,88.461,88.461,88.461,88.461
FDD22,OUT045,1702.754,1702.754,1702.754,1702.754,1702.754,1702.754,1702.754,1702.754,1702.754,1702.754,1702.754,1702.754
